arxiv_id,title,summary,published,updated,html_url,pdf_url,authors,affiliations,countries,primary_category,categories
http://arxiv.org/abs/math-ph/0306023v1,Non-Archimedean Geometry and Physics on Adelic Spaces,"  This is a brief review article of various applications of non-Archimedean
geometry, p-adic numbers and adeles in modern mathematical physics.
",2003-06-09T16:20:59Z,2003-06-09T16:20:59Z,http://arxiv.org/abs/math-ph/0306023v1,http://arxiv.org/pdf/math-ph/0306023v1,Branko Dragovich,Unknown,,math-ph,math.MP
http://arxiv.org/abs/math-ph/0402050v1,On Some p-Adic Series with Factorials,"  Some p-adic series with factorials are considered.
",2004-02-18T15:59:24Z,2004-02-18T15:59:24Z,http://arxiv.org/abs/math-ph/0402050v1,http://arxiv.org/pdf/math-ph/0402050v1,Branko Dragovich,Unknown,,math-ph,math.MP
http://arxiv.org/abs/math-ph/0503026v1,Quantum Ergodicity and Mixing,"  This is an expository article for the Encyclopedia of Mathematical Physics on
the subject in the title.
",2005-03-10T19:06:11Z,2005-03-10T19:06:11Z,http://arxiv.org/abs/math-ph/0503026v1,http://arxiv.org/pdf/math-ph/0503026v1,Steve Zelditch,Unknown,,math-ph,"math.AP, math.MP, 58J50; 58J40; 35P99; 81S10"
http://arxiv.org/abs/math-ph/0504085v1,Classical Mechanics,"  An overview of the foundations of Classical Mechanics
",2005-04-29T17:32:28Z,2005-04-29T17:32:28Z,http://arxiv.org/abs/math-ph/0504085v1,http://arxiv.org/pdf/math-ph/0504085v1,Giovanni Gallavotti,Unknown,,math-ph,math.MP
http://arxiv.org/abs/math-ph/0508019v1,"Random algebraic geometry, attractors and flux vacua","  This is a submission to the Encyclopedia of Mathematical Physics (Elsevier,
2006) and conforms to its referencing guidelines.
",2005-08-09T14:23:56Z,2005-08-09T14:23:56Z,http://arxiv.org/abs/math-ph/0508019v1,http://arxiv.org/pdf/math-ph/0508019v1,Michael R. Douglas,Rutgers and IHES,,math-ph,math.MP
http://arxiv.org/abs/math-ph/0509064v1,Geometric Phases,"  The differential geometric aspects of Geometric Phases are reviewed.
",2005-09-28T09:28:15Z,2005-09-28T09:28:15Z,http://arxiv.org/abs/math-ph/0509064v1,http://arxiv.org/pdf/math-ph/0509064v1,Péter Lévay,Unknown,,math-ph,"math.DG, math.MP, quant-ph, 81Q70"
http://arxiv.org/abs/0706.0807v1,Kinetic Equations for Quantum Many-Particle Systems,"  The current status of the derivation of kinetic equations from quantum
many-particle dynamics is reviewed.
",2007-06-06T11:55:06Z,2007-06-06T11:55:06Z,http://arxiv.org/abs/0706.0807v1,http://arxiv.org/pdf/0706.0807v1,Herbert Spohn,Unknown,,math-ph,"math.MP, 82C10"
http://arxiv.org/abs/0708.2245v2,Mathematical Modeling of Control Dynamical Systems,"  This paper has been withdrawn by the author due to a crucial mistakes.
",2007-08-16T17:07:06Z,2007-08-20T14:40:40Z,http://arxiv.org/abs/0708.2245v2,http://arxiv.org/pdf/0708.2245v2, Saifullah,Unknown,,math-ph,math.MP
http://arxiv.org/abs/0812.2402v1,Pendulum Integration and Elliptic Functions,"  Revisiting canonical integration of the classical pendulum around its
unstable equilibrium, normal hyperbolic canonical coordinates are constructed
",2008-12-12T15:40:06Z,2008-12-12T15:40:06Z,http://arxiv.org/abs/0812.2402v1,http://arxiv.org/pdf/0812.2402v1,"P. L. Garrido, G. Gallavotti","Unknown, Unknown",,math-ph,math.MP
http://arxiv.org/abs/0907.1091v1,Brief Research Notes on Transformation of Series and Special Functions,"  In this work we derive results concerning Elliptic Functions using as tools
general formulas from previus work.
",2009-07-06T20:13:36Z,2009-07-06T20:13:36Z,http://arxiv.org/abs/0907.1091v1,http://arxiv.org/pdf/0907.1091v1,Nikos Bagis,Unknown,,math.GM,"math-ph, math.MP, 33D60; 65R20; 40C15"
http://arxiv.org/abs/1005.0587v1,Ergodicity of Two Dimensional Turbulence,"  We review the work of Hairer and Mattingly on ergodicity of two dimensional
Navier-Stokes dynamics and discuss some open mathematical problems in the
theory of 2d turbulence.
",2010-05-04T17:25:58Z,2010-05-04T17:25:58Z,http://arxiv.org/abs/1005.0587v1,http://arxiv.org/pdf/1005.0587v1,Antti Kupiainen,Unknown,,math-ph,math.MP
http://arxiv.org/abs/1109.3346v1,Recent results in semiclassical approximation with rough potentials,"  This is an extended abstract for the conference ""Microlocal2011 : Microlocal
Methods in Mathematical Physics and Global Analysis Universit\""at T\""ubingen,
June 14 - 18, 2011""
",2011-09-15T13:19:58Z,2011-09-15T13:19:58Z,http://arxiv.org/abs/1109.3346v1,http://arxiv.org/pdf/1109.3346v1,Thierry Paul,CMLS-EcolePolytechnique,,math-ph,math.MP
http://arxiv.org/abs/1206.3323v1,A Primer on Differential Forms,"  This primer is intended as an introduction to differential forms, a central
object in modern mathematical physics, for scientists and engineers.
",2012-05-20T19:14:06Z,2012-05-20T19:14:06Z,http://arxiv.org/abs/1206.3323v1,http://arxiv.org/pdf/1206.3323v1,Christian Lessig,Unknown,,math-ph,math.MP
http://arxiv.org/abs/1305.0865v1,Mathematics Hidden Behind the Two Coefficients of Babylonian Mathematics,"  In the present paper I shall reveal two circular figures hidden behind the
Susa mathematical text no.3,lines 5 and 6 with my own analysis of the text.
",2013-05-04T01:44:29Z,2013-05-04T01:44:29Z,http://arxiv.org/abs/1305.0865v1,http://arxiv.org/pdf/1305.0865v1,Kazuo Muroi,Unknown,,math.HO,
http://arxiv.org/abs/1801.01814v1,Automated Conjecturing VII: The Graph Brain Project & Big Mathematics,"  The Graph Brain Project is an experiment in how the use of automated
mathematical discovery software, databases, large collaboration, and systematic
investigation provide a model for how mathematical research might proceed in
the future.
  Our Project began with the development of a program that can be used to
generate invariant-relation and property-relation conjectures in many areas of
mathematics. This program can produce conjectures which are not implied by
existing (published) theorems. Here we propose a new approach to push forward
existing mathematical research goals---using automated mathematical discovery
software. We suggest how to initiate and harness large-scale collaborative
mathematics. We envision mathematical research labs similar to what exist in
other sciences, new avenues for funding, new opportunities for training
students, and a more efficient and effective use of published mathematical
research.
  And our experiment in graph theory can be imitated in many other areas of
mathematical research. Big Mathematics is the idea of large, systematic,
collaborative research on problems of existing mathematical interest. What is
possible when we put our skills, tools, and results together systematically?
",2017-12-28T16:47:23Z,2017-12-28T16:47:23Z,http://arxiv.org/abs/1801.01814v1,http://arxiv.org/pdf/1801.01814v1,"N. Bushaw, C. E. Larson, N. Van Cleemput","and Summer 2017 Graph Brain Project Workshop Participants, and Summer 2017 Graph Brain Project Workshop Participants, and Summer 2017 Graph Brain Project Workshop Participants",,cs.AI,"math.CO, 05C69, 68R10"
http://arxiv.org/abs/1806.05551v1,A Mathematical Approach to the Hierarchical Structure of Languages,"  In this paper we suggest how the mathematical concept of hyperstructures may
be a useful tool in the study of the higher, hierachical structure of
languages.
",2018-06-13T09:32:18Z,2018-06-13T09:32:18Z,http://arxiv.org/abs/1806.05551v1,http://arxiv.org/pdf/1806.05551v1,Nils A. Baas,Unknown,,math.GM,
http://arxiv.org/abs/1803.05291v1,Qualitative analysis of differential equations,"  Here I introduce basic methods of qualitative analysis of differential
equations used in mathematical biology for people with minimal mathematical
background.
",2018-03-10T17:11:12Z,2018-03-10T17:11:12Z,http://arxiv.org/abs/1803.05291v1,http://arxiv.org/pdf/1803.05291v1,Alexander V Panfilov,Unknown,,math.GM,
http://arxiv.org/abs/2208.00252v1,On translating conditional statements into mathematical logic,"  In this paper, we highlight a profound difference between conditional
statements in mathematical logic and natural languages. This difference exists
even when the conditional statements are used in mathematical theorems.
",2022-07-30T15:19:47Z,2022-07-30T15:19:47Z,http://arxiv.org/abs/2208.00252v1,http://arxiv.org/pdf/2208.00252v1,Kamaledin Ghiasi-Shirazi,Unknown,,cs.LO,
http://arxiv.org/abs/2211.02961v1,Navier-Stokes and equivalence conjectures,"  General considerations on the Equivalence conjectures and a review of few
mathematical results.
",2022-11-05T18:46:27Z,2022-11-05T18:46:27Z,http://arxiv.org/abs/2211.02961v1,http://arxiv.org/pdf/2211.02961v1,Giovanni Gallavotti,Unknown,,cond-mat.stat-mech,"math-ph, math.MP"
http://arxiv.org/abs/2301.08131v1,"One Mathematic(s) or Many? Foundations of Mathematics in Today's
  Mathematical Practice","  The received Hilbert-style axiomatic foundations of mathematics has been
designed by Hilbert and his followers as a tool for meta-theoretical research.
Foundations of mathematics of this type fail to satisfactory perform more basic
and more practically-oriented functions of theoretical foundations such as
verification of mathematical constructions and proofs. Using alternative
foundations of mathematics such as the Univalent Foundations is compatible with
using the received set-theoretic foundations for meta-mathematical purposes
provided the two foundations are mutually interpretable. Changes in foundations
of mathematics do not, generally, disqualify mathematical theories based on
older foundations but allow for reconstruction of these theories on new
foundations. Mathematics is one but its foundations are many.
",2023-01-18T17:56:44Z,2023-01-18T17:56:44Z,http://arxiv.org/abs/2301.08131v1,http://arxiv.org/pdf/2301.08131v1,Andrei Rodin,Unknown,,math.HO,"01-02 (primary), 03A05 (secondary)"
http://arxiv.org/abs/2302.07974v1,"Tree-Based Representation and Generation of Natural and Mathematical
  Language","  Mathematical language in scientific communications and educational scenarios
is important yet relatively understudied compared to natural languages. Recent
works on mathematical language focus either on representing stand-alone
mathematical expressions, especially in their natural tree format, or
mathematical reasoning in pre-trained natural language models. Existing works
on jointly modeling and generating natural and mathematical languages simply
treat mathematical expressions as text, without accounting for the rigid
structural properties of mathematical expressions. In this paper, we propose a
series of modifications to existing language models to jointly represent and
generate text and math: representing mathematical expressions as sequences of
node tokens in their operator tree format, using math symbol and tree position
embeddings to preserve the semantic and structural properties of mathematical
expressions, and using a constrained decoding method to generate mathematically
valid expressions. We ground our modifications in GPT-2, resulting in a model
MathGPT, and demonstrate that it outperforms baselines on mathematical
expression generation tasks.
",2023-02-15T22:38:34Z,2023-02-15T22:38:34Z,http://arxiv.org/abs/2302.07974v1,http://arxiv.org/pdf/2302.07974v1,"Alexander Scarlatos, Andrew Lan","Unknown, Unknown",,cs.CL,
http://arxiv.org/abs/2404.11639v1,Report on the 49th Annual United States of America Mathematical Olympiad,"  We provide the problems and their solutions to the 2020 USA Mathematical
Olympiad.
",2024-04-17T16:30:30Z,2024-04-17T16:30:30Z,http://arxiv.org/abs/2404.11639v1,http://arxiv.org/pdf/2404.11639v1,Bela Bajnok,Unknown,,math.HO,00
http://arxiv.org/abs/2406.09517v1,Report on the 61st Annual International Mathematical Olympiad,"  We present the problems and solutions to the 61st Annual International
Mathematical Olympiad
",2024-04-28T18:30:11Z,2024-04-28T18:30:11Z,http://arxiv.org/abs/2406.09517v1,http://arxiv.org/pdf/2406.09517v1,"Bela Bajnok, Evan Chen","Unknown, Unknown",,math.HO,00
http://arxiv.org/abs/2406.09518v1,Report on the 50th Annual USA Mathematical Olympiad,"  We present the problems and solutions to the 50th Annual USA Mathematical
Olympiad.
",2024-04-28T19:11:58Z,2024-04-28T19:11:58Z,http://arxiv.org/abs/2406.09518v1,http://arxiv.org/pdf/2406.09518v1,Bela Bajnok,Unknown,,math.HO,00
http://arxiv.org/abs/hep-th/0607033v2,Physics and Mathematics of Calogero particles,"  We give a review of the mathematical and physical properties of the
celebrated family of Calogero-like models and related spin chains.
",2006-07-05T23:47:00Z,2006-08-16T22:27:50Z,http://arxiv.org/abs/hep-th/0607033v2,http://arxiv.org/pdf/hep-th/0607033v2,Alexios P. Polychronakos,Unknown,,hep-th,"cond-mat.other, math-ph, math.MP"
http://arxiv.org/abs/math/0701360v3,A mathematical approach to the nonequilibrium work theorem,"  We develop a mathematical approach to the nonequilibrium work theorem which
is traditionally referred to in statistical mechanics as Jarzynski's identity.
We suggest a mathematically rigorous formulation and proof of the identity.
",2007-01-14T20:10:22Z,2008-03-31T15:39:19Z,http://arxiv.org/abs/math/0701360v3,http://arxiv.org/pdf/math/0701360v3,Evelina Shamarova,Unknown,,math.PR,"math-ph, math.MP, 60J25, 60J35, 82C05"
http://arxiv.org/abs/math-ph/0104017v1,Connes-Moscovici-Kreimer Hopf Algebras,"  These notes hopefully provide an aid to the comprehension of the
Connes-Moscovici and Connes-Kreimer works, by isolating common mathematical
features of the Connes-Moscovici, rooted trees, and Feynman-graph Hopf algebras
(as a new special branch of the theory of Hopf algebras expected to become
important). We discuss in particular the dual Milnor-Moore situation.
",2001-04-12T03:05:22Z,2001-04-12T03:05:22Z,http://arxiv.org/abs/math-ph/0104017v1,http://arxiv.org/pdf/math-ph/0104017v1,Daniel Kastler,Unknown,,math-ph,math.MP
http://arxiv.org/abs/math-ph/0203006v1,A Glimpse at Mathematical Diffraction Theory,"  Mathematical diffraction theory is concerned with the analysis of the
diffraction measure of a translation bounded complex measure $\omega$. It
emerges as the Fourier transform of the autocorrelation measure of $\omega$.
The mathematically rigorous approach has produced a number of interesting
results in the context of perfect and random systems, some of which are
summarized here.
",2002-03-05T09:52:34Z,2002-03-05T09:52:34Z,http://arxiv.org/abs/math-ph/0203006v1,http://arxiv.org/pdf/math-ph/0203006v1,Michael Baake,Greifswald,,math-ph,math.MP
http://arxiv.org/abs/quant-ph/9912054v2,Holomorphic Methods in Mathematical Physics,"  This set of lecture notes gives an introduction to holomorphic function
spaces as used in mathematical physics. The emphasis is on the Segal-Bargmann
space and the canonical commutation relations. Later sections describe more
advanced topics such as the Segal-Bargmann transform for compact Lie groups and
the infinite-dimensional theory.
",1999-12-11T20:51:37Z,2000-09-14T23:07:02Z,http://arxiv.org/abs/quant-ph/9912054v2,http://arxiv.org/pdf/quant-ph/9912054v2,Brian C. Hall,Unknown,,quant-ph,"math-ph, math.MP"
http://arxiv.org/abs/0704.0286v2,Mathematics of thermoacoustic tomography,"  The paper presents a survey of mathematical problems, techniques, and
challenges arising in the Thermoacoustic and Photoacoustic Tomography.
",2007-04-02T23:21:10Z,2007-10-21T17:43:27Z,http://arxiv.org/abs/0704.0286v2,http://arxiv.org/pdf/0704.0286v2,"Peter Kuchment, Leonid Kunyansky","Unknown, Unknown",,math.AP,"math-ph, math.MP, 35L05, 92C55, 44A12, 65R10, 35Q80, 35Q05"
http://arxiv.org/abs/1107.2447v1,Mathematics of Hybrid Imaging. A Brief Review,"  The article provides a brief survey of the mathematics of some of the newly
being developed so called ""hybrid"" (also called ""multi-physics"" or
""multi-wave"") imaging techniques.
",2011-07-13T01:44:22Z,2011-07-13T01:44:22Z,http://arxiv.org/abs/1107.2447v1,http://arxiv.org/pdf/1107.2447v1,Peter Kuchment,Unknown,,math-ph,"math.AP, math.MP, 35R30, 44A12, 74J25, 92C55"
http://arxiv.org/abs/1202.4837v1,The GF Mathematics Library,"  This paper is devoted to present the Mathematics Grammar Library, a system
for multilingual mathematical text processing. We explain the context in which
it originated, its current design and functionality and the current development
goals. We also present two prototype services and comment on possible future
applications in the area of artificial mathematics assistants.
",2012-02-22T06:43:11Z,2012-02-22T06:43:11Z,http://arxiv.org/abs/1202.4837v1,http://arxiv.org/pdf/1202.4837v1,"Jordi Saludes, Sebastian Xambó","UPC, UPC",,cs.MS,cs.CL
http://arxiv.org/abs/1508.06642v1,String Theory and Math: Why This Marriage May Last,"  String theory is changing the relationship between mathematics and physics.
The central role is played by the phenomenon of duality, which is intrinsic to
quantum physics and abundant in string theory.
",2015-08-26T20:10:16Z,2015-08-26T20:10:16Z,http://arxiv.org/abs/1508.06642v1,http://arxiv.org/pdf/1508.06642v1,Mina Aganagic,Unknown,,hep-th,"math-ph, math.AG, math.MP, math.SG"
http://arxiv.org/abs/1509.07824v2,Women's Representation in Mathematics Subfields: Evidence from the arXiv,"  We use data from papers posted to the Mathematics section of the arXiv to
explore the representation of women in mathematics research. We show that women
are under-represented as authors of mathematics papers on the arXiv, even in
comparison to the proportion of women who hold full-time positions in
mathematics departments. However, some subfields have much greater
participation than others.
",2015-09-25T18:28:19Z,2017-02-16T14:47:30Z,http://arxiv.org/abs/1509.07824v2,http://arxiv.org/pdf/1509.07824v2,"Abra Brisbin, Ursula Whitcher","Unknown, Unknown",,math.HO,01A80
http://arxiv.org/abs/1711.01994v2,Proof Theory,"  Proof theory began in the 1920's as a part of Hilbert's program, which aimed
to secure the foundations of mathematics by modeling infinitary mathematics
with formal axiomatic systems and proving those systems consistent using
restricted, finitary means. The program thus viewed mathematics as a system of
reasoning with precise linguistic norms, governed by rules that can be
described and studied in concrete terms. Today such a viewpoint has
applications in mathematics, computer science, and the philosophy of
mathematics.
",2017-11-06T16:31:30Z,2017-12-16T16:44:38Z,http://arxiv.org/abs/1711.01994v2,http://arxiv.org/pdf/1711.01994v2,Jeremy Avigad,Unknown,,math.LO,
http://arxiv.org/abs/2006.03954v1,A Mathematical Picture Language Project,"  The mathematical picture language project that we began in 2016 has already
yielded interesting results. We also point out areas of mathematics and physics
where we hope that it will prove useful in the future.
",2020-06-06T19:41:04Z,2020-06-06T19:41:04Z,http://arxiv.org/abs/2006.03954v1,http://arxiv.org/pdf/2006.03954v1,"Arthur Jaffe, Zhengwei Liu","Unknown, Unknown",,math-ph,"hep-th, math.CT, math.MP, quant-ph"
http://arxiv.org/abs/1306.1036v1,swMATH - a new information service for mathematical software,"  An information service for mathematical software is presented. Publications
and software are two closely connected facets of mathematical knowledge. This
relation can be used to identify mathematical software and find relevant
information about it. The approach and the state of the art of the information
service are described here.
",2013-06-05T09:53:29Z,2013-06-05T09:53:29Z,http://arxiv.org/abs/1306.1036v1,http://arxiv.org/pdf/1306.1036v1,"Sebastian Bönisch, Michael Brickenstein, Hagen Chrapary, Gert-Martin Greuel, Wolfram Sperber","Unknown, Unknown, Unknown, Unknown, Unknown",,cs.DL,cs.MS
http://arxiv.org/abs/2207.00859v2,The nature of properly human mathematics,"  We claim that human mathematics is only a limited part of the consequences of
the chosen basic axioms. Properly human mathematics varies with time but
appears to have universal features which we try to analyze. In particular the
functioning of the human brain privileges concept naming and short
formulations. This leads to organizing mathematical knowledge structurally. We
consider briefly the problem of non-mathematical sciences.
",2022-07-02T15:17:55Z,2023-02-20T10:33:26Z,http://arxiv.org/abs/2207.00859v2,http://arxiv.org/pdf/2207.00859v2,David Ruelle,Unknown,,math.HO,03A99
http://arxiv.org/abs/2310.15029v2,Resurgence and Mould Calculus,"  Resurgence Theory and Mould Calculus were invented by J. Ecalle around 1980
in the context of analytic dynamical systems and are increasingly more used in
the mathematical physics community, especially since the 2010s. We review the
mathematical formalism and touch on the applications. This is an invited
contribution to the 2nd edition of the Encyclopedia of Mathematical Physics.
",2023-10-23T15:25:13Z,2024-01-23T02:27:23Z,http://arxiv.org/abs/2310.15029v2,http://arxiv.org/pdf/2310.15029v2,David Sauzin,Unknown,,math-ph,"math.DS, math.MP"
http://arxiv.org/abs/1512.06278v1,Mathematics Education in Russia and Mathematical Circles,"  This Master's Thesis analyzes thoroughly the topic of the Mathematics
Education in Russia and Mathematical Circles. It deals with the historical
context of the Mathematics Education in Russia in the XVIIIth, XIXth and XXth
centuries; the programs of the Mathematics Education which were developed
between 1930 and 1985 in the Soviet Union, including the Mathematical Circles
for its particularly importance and influence on the rest of the Programs and
on the way of understanding the Mathematics Education; the objectives and the
organization of practical cases nowadays, legacy of the Russian Mathematical
Circles; and the way of establishing the didactic process of the Mathematical
Circles. Finally it is attached an appendix with a practical proposal in order
to develop a session following the Mathematic Circle manner within the current
framework of the Spanish Middle and High School education.
",2015-12-19T19:19:58Z,2015-12-19T19:19:58Z,http://arxiv.org/abs/1512.06278v1,http://arxiv.org/pdf/1512.06278v1,Daniel Grilo Bartolomé,Unknown,,math.HO,
http://arxiv.org/abs/2204.05123v1,"The Physicalization of Metamathematics and Its Implications for the
  Foundations of Mathematics","  Both metamathematics and physics are posited to emerge from samplings by
observers of the unique ruliad structure that corresponds to the entangled
limit of all possible computations. The possibility of higher-level mathematics
accessible to humans is posited to be the analog for mathematical observers of
the perception of physical space for physical observers. A physicalized
analysis is given of the bulk limit of traditional axiomatic approaches to the
foundations of mathematics, together with explicit empirical metamathematics of
some examples of formalized mathematics. General physicalized laws of
mathematics are discussed, associated with concepts such as metamathematical
motion, inevitable dualities, proof topology and metamathematical
singularities. It is argued that mathematics as currently practiced can be
viewed as derived from the ruliad in a direct Platonic fashion analogous to our
experience of the physical world, and that axiomatic formulation, while often
convenient, does not capture the ultimate character of mathematics. Among the
implications of this view is that only certain collections of axioms may be
consistent with inevitable features of human mathematical observers. A
discussion is included of historical and philosophical connections, as well as
of foundational implications for the future of mathematics.
",2022-04-04T18:30:15Z,2022-04-04T18:30:15Z,http://arxiv.org/abs/2204.05123v1,http://arxiv.org/pdf/2204.05123v1,Stephen Wolfram,Unknown,,math.HO,"cs.DM, math.LO"
http://arxiv.org/abs/2212.11713v1,A useful ethics framework for mathematics teachers,"  An argument is presented that mathematics teachers would benefit from an
ethics framework that allows them to reflect upon their position regarding the
teaching of ethics within mathematics. We present such a framework, adapted
from Chiodo and Bursill-Hall's (2018) levels of ethical engagement for
mathematicians, with discussion of its applications and implications. Awareness
of ethical and social responsibility amongst mathematicians and mathematics
educators is a newly established field, and yet it is crucially important, if
we are to use mathematics for good and the avoidance of harm - in other words
to use mathematics for justice, belonging, peace, care, education, lawmaking,
building, creativity, equity, connection, fairness, rulemaking and order. Here,
we present a way to extend ideas from ethics in the field of mathematics for
mathematicians to the field of mathematics education for mathematics teachers,
aiming to contribute to this transdisciplinary work and to advance the field
further. We also explore links to ideas of equity, and silence and voice,
drawing on the consequences of a deeper examination of the entanglements of
mathematical-ethical dilemmas for mathematics teachers both inside and outside
the classroom.
",2022-12-22T14:04:40Z,2022-12-22T14:04:40Z,http://arxiv.org/abs/2212.11713v1,http://arxiv.org/pdf/2212.11713v1,"Lucy Rycroft-Smith, Dennis Müller, Maurice Chiodo, Darren Macey","Unknown, Unknown, Unknown, Unknown",,math.HO,"97A40, 01A80"
http://arxiv.org/abs/2406.16921v1,Multiple Forms of Knowing in Mathematics: A Scoping Literature Study,"  We present a scoping review of published literature on ethnomathematics and
Indigenous mathematics as a step towards a goal to decolonize the prevailing
Eurocentric view of the provenance of mathematics. Mathematical practices were
identified globally from 169 included studies. We map three development stages
of ethnomathematical research from 1984 to 2023 and identify 20 categories of
Indigenous and traditional cultural activities that evidence mathematical
design and expression. We address two challenges of investigating non-Western
based mathematics: where to look for mathematical knowledge, and how to decode
it from cultural practices. These two hurdles are overcome by cluster analysis
of the keywords of included studies. Existing research falls into two
categories: I. identification of mathematical concepts used in Indigenous
societies, and II. systematizing identified mathematical concepts. Both
approaches are essential for research on Indigenous mathematics to flourish, in
order to empower Indigenous knowledge holders and deconstruct restrictive
colonial boundaries of mathematical knowledge and education.
",2024-06-10T23:41:39Z,2024-06-10T23:41:39Z,http://arxiv.org/abs/2406.16921v1,http://arxiv.org/pdf/2406.16921v1,"Hongzhang Xu, Rowena Ball","Unknown, Unknown",,math.HO,
http://arxiv.org/abs/cs/0512099v1,Mathematical Models in Schema Theory,"  In this paper, a mathematical schema theory is developed. This theory has
three roots: brain theory schemas, grid automata, and block-shemas. In Section
2 of this paper, elements of the theory of grid automata necessary for the
mathematical schema theory are presented. In Section 3, elements of brain
theory necessary for the mathematical schema theory are presented. In Section
4, other types of schemas are considered. In Section 5, the mathematical schema
theory is developed. The achieved level of schema representation allows one to
model by mathematical tools virtually any type of schemas considered before,
including schemas in neurophisiology, psychology, computer science, Internet
technology, databases, logic, and mathematics.
",2005-12-27T21:29:16Z,2005-12-27T21:29:16Z,http://arxiv.org/abs/cs/0512099v1,http://arxiv.org/pdf/cs/0512099v1,Mark Burgin,Unknown,,cs.AI,I.2.4
http://arxiv.org/abs/math/0507014v1,"The Maslov dequantization, idempotent and tropical mathematics: A brief
  introduction","  This paper is a brief introduction to idempotent and tropical mathematics.
Tropical mathematics can be treated as a result of the so-called Maslov
dequantization of the traditional mathematics over numerical fields as the
Planck constant $\hbar$ tends to zero taking imaginary values.
",2005-07-01T11:08:06Z,2005-07-01T11:08:06Z,http://arxiv.org/abs/math/0507014v1,http://arxiv.org/pdf/math/0507014v1,G. L. Litvinov,Unknown,,math.GM,"00A05, 81Q20, 14P99, 51P05, 46S10, 49L99 (Primary) 06A99, 06F07,
  14N10, 81S99 (Secondary)"
http://arxiv.org/abs/math/0606702v2,"Combinatorial Speculations and the Combinatorial Conjecture for
  Mathematics","  Combinatorics is a powerful tool for dealing with relations among objectives
mushroomed in the past century. However, an more important work for
mathematician is to apply combinatorics to other mathematics and other sciences
not merely to find combinatorial behavior for objectives. Recently, such
research works appeared on journals for mathematics and theoretical physics on
cosmos. The main purpose of this paper is to survey these thinking and ideas
for mathematics and cosmological physics, such as those of multi-spaces, map
geometries and combinatorial cosmoses, also the combinatorial conjecture for
mathematics proposed by myself in 2005. Some open problems are included for the
21th mathematics by a combinatorial speculation.
",2006-06-28T01:31:57Z,2006-07-04T01:23:23Z,http://arxiv.org/abs/math/0606702v2,http://arxiv.org/pdf/math/0606702v2,Linfan Mao,Unknown,,math.GM,"math.CO, 03C05,05C15,51D20,51H20,51P05,83C05,83E50"
http://arxiv.org/abs/math-ph/0408036v4,Convergence acceleration of series through a variational approach,"  By means of a variational approach we find new series representations both
for well known mathematical constants, such as $\pi$ and the Catalan constant,
and for mathematical functions, such as the Riemann zeta function. The series
that we have found are all exponentially convergent and provide quite useful
analytical approximations. With limited effort our method can be applied to
obtain similar exponentially convergent series for a large class of
mathematical functions.
",2004-08-24T00:16:06Z,2005-10-22T16:40:32Z,http://arxiv.org/abs/math-ph/0408036v4,http://arxiv.org/pdf/math-ph/0408036v4,Paolo Amore,Universidad de Colima,,math-ph,math.MP
http://arxiv.org/abs/1005.0414v1,Experimental Mathematics and Mathematical Physics,"  One of the most effective techniques of experimental mathematics is to
compute mathematical entities such as integrals, series or limits to high
precision, then attempt to recognize the resulting numerical values. Recently
these techniques have been applied with great success to problems in
mathematical physics. Notable among these applications are the identification
of some key multi-dimensional integrals that arise in Ising theory, quantum
field theory and in magnetic spin theory.
",2010-05-03T22:26:22Z,2010-05-03T22:26:22Z,http://arxiv.org/abs/1005.0414v1,http://arxiv.org/pdf/1005.0414v1,"David H. Bailey, Jonathan M. Borwein, David Broadhurst, Wadim Zudilin","USA, Australia, UK, Australia",,math-ph,"hep-ph, math.CA, math.MP, math.NT"
http://arxiv.org/abs/1109.0955v2,Survey of mathematical foundations of QFT and perturbative string theory,"  Recent years have seen noteworthy progress in the mathematical formulation of
quantum field theory and perturbative string theory. We give a brief survey of
these developments. It serves as an introduction to the more detailed
collection ""Mathematical Foundations of Quantum Field Theory and Perturbative
String Theory"".
",2011-09-05T16:25:29Z,2012-01-06T09:43:19Z,http://arxiv.org/abs/1109.0955v2,http://arxiv.org/pdf/1109.0955v2,"Hisham Sati, Urs Schreiber","Unknown, Unknown",,math-ph,"hep-th, math.AT, math.DG, math.MP, math.QA, Primary 81T40, secondary 81T45, 81T30, 81T60, 81T05, , 57R56, 70S05,
  18D05, 55U40, 18D50, 55N34, 19L50, 53C08"
http://arxiv.org/abs/1110.5747v1,"Tension between Intuitive Infinitesimals and Formal Mathematical
  Analysis","  We discuss the repercussions of the development of infinitesimal calculus
into modern analysis, beginning with viewpoints expressed in the nineteenth and
twentieth centuries and relating them to the natural cognitive development of
mathematical thinking and imaginative visual interpretations of axiomatic
proof.
",2011-10-26T09:09:37Z,2011-10-26T09:09:37Z,http://arxiv.org/abs/1110.5747v1,http://arxiv.org/pdf/1110.5747v1,"Mikhail G. Katz, David Tall","Unknown, Unknown",,math.HO,"math.LO, 01A85, 26E35, 03A05, 97A20, 97C30"
